zips/2024100489/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/PLNP2023-00203_Initial Study-MND.PDF:sycamore (Platanus racemosa), California black walnut (Juglans californica), Oregon ash
zips/2024100489/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/PLNP2023-00203_Initial Study-MND.PDF:racemosa), California black walnut (Juglans californica), Oregon ash (Fraxinus latifolia),
zips/2024100488/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Exh B-2 Biologist Ceanothus Inspection Ltr_ocr.PDF:(Ceanothus purpureus), a CNPS Rank 1B.2 plant with sensitive regulatory status, had
zips/2024100488/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Exh B-2 Biologist Ceanothus Inspection Ltr_ocr.PDF:Wavyleaf ceanothus (Ceanothus foliosus var. foliosus) now provides extensive cover in
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Polemonium carneum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Potamogeton foliosus ssp. fibrillosus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Pyrrocoma racemosa var. congesta
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Ramalina thrausta
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Romanzoffia tracyi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sabulina howellii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sagittaria sanfordii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sanguisorba officinalis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sedum patens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea malachroides
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea malviflora ssp. patula
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea oregana ssp. eximia
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Silene hookeri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Silene serpentinicola
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Streptanthus howellii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sulcaria spiralifera
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Usnea longissima
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Vaccinium scoparium
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Viola langsdorffii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Viola palustris
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Viola primulifolia ssp. occidentalis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lassics Lupine Lupinus constancei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Astragalus agnicidus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Calamagrostis foliosa
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Carex arcta
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erythronium oregonum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erythronium revolutum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Gilia capitata ssp. pacifica
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Kopsiopsis hookeri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lycopodium clavatum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Meesia triquetra
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Montia howellii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Packera bolanderi var. bolanderi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea malachroides
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea malviflora ssp. patula
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Usnea longissima
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Beach Layia Layia carnosa
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lassics Lupine Lupinus constancei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Astragalus agnicidus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Calamagrostis foliosa
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Cardamine angulata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Carex arcta
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Castilleja litoralis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Castilleja mendocinensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Clarkia amoena ssp. whitneyi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Coptis laciniata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erythronium revolutum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Gilia capitata ssp. pacifica
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Horkelia marinensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lasthenia californica ssp. macrantha
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lathyrus palustris
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Mitellastra caulescens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Montia howellii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Pleuropogon hooverianus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea malachroides
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea malviflora ssp. patula
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Thermopsis robusta
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Usnea longissima
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Burke's Goldfields Lasthenia burkei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Contra Costa Goldfields Lasthenia conjugens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lassics Lupine Lupinus constancei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Showy Indian Clover Trifolium amoenum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Abronia umbellata var. breviflora
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Agrostis blasdalei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Alisma gramineum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Arctostaphylos manzanita ssp. elegans
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Arctostaphylos stanfordiana ssp. raichei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Astragalus agnicidus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Brasenia schreberi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Calamagrostis crassiglumis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Calamagrostis foliosa
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Cardamine angulata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Carex lyngbyei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Carex viridula ssp. viridula
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Castilleja mendocinensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Ceanothus foliosus var. vineatus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Chorizanthe howellii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Clarkia amoena ssp. whitneyi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Collinsia corymbosa
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Coptis laciniata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Eriogonum kelloggii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erysimum concinnum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erysimum menziesii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erythronium revolutum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Gilia capitata ssp. pacifica
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Gilia millefoliata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Hesperevax sparsiflora var. brevifolia
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Horkelia marinensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lasthenia californica ssp. bakeri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lasthenia californica ssp. macrantha
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lilium maritimum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Mitellastra caulescens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Navarretia leucocephala ssp. bakeri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Oenothera wolfii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Phacelia insularis var. continentis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Pleuropogon hooverianus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Potamogeton epihydrus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Rhynchospora alba
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea malachroides
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea malviflora ssp. purpurea
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Silene bolanderi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Thermopsis robusta
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Triquetrella californica
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Usnea longissima
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Viburnum ellipticum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Burke's Goldfields Lasthenia burkei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Contra Costa Goldfields Lasthenia conjugens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lassics Lupine Lupinus constancei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Showy Indian Clover Trifolium amoenum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/5_Appendix_B_Mitigation_Measures_Monitoring_Reporting_Program_2024_FINAL_ADA.PDF:Silver Bush Lupine (Lupinus albifrons)
zips/2024100478/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CEQA ISMND_Grantline 208 Elementary School.PDF:occur as seeds within the project area. The two species are Ahart's dwarf rush (Juncus leiospermus var.
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:Orcutt grass (Orcuttia inaequalis).
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Atriplex depressa)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Diplacus pictus)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Puccinellia simplex)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Imperata brevifolia)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Lasthenia glabrata
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Tuctoria greenei)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Euphorbia hooveri)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Brodiaea insignis)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Lupinus constancei)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Atriplex minuscula)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Sagittaria sanfordii)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Orcuttia inaequalis)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Fritillaria striata)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Atriplex subtilis)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Atriplex persistens)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Helianthus winteri)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:Orcutt grass (Orcuttia inaequalis).
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Atriplex depressa)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Diplacus pictus)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Puccinellia simplex)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Imperata brevifolia)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Lasthenia glabrata
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Atriplex cordulata
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Tuctoria greenei)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Atriplex cordulata
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Euphorbia hooveri)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Brodiaea insignis)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Lupinus constancei)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Atriplex minuscula)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Sagittaria sanfordii)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Orcuttia inaequalis)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Fritillaria striata)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Atriplex subtilis)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Atriplex persistens)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Helianthus winteri)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Caulanthus californicus)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Tuctoria greenei)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Euphorbia hooveri)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Lupinus constancei)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Pseudobahia peirsonii)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:(Orcuttia inaequalis)
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:n.d. "Califorina Department of Fish and Wildlife ." Lassics Lupine (Lupinus constancei). Accessed 06 20, 2024.
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:Atriplex cordulata var. cordulata
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:Atriplex cordulata var. erecticaulis
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:Atriplex depressa
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:Atriplex minuscula
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:Atriplex persistens
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:Atriplex subtilis
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:Brodiaea insignis
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:Caulanthus californicus
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:Delphinium recurvatum
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:Diplacus pictus
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:Eryngium spinosepalum
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:Euphorbia hooveri
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:Fritillaria striata
zips/2024100477/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/2024-1011 Cameron Creek Draft IS-MND.PDF:Helianthus winteri
